delivery_id,order_id,delivery_status,delivery_time,rider_id
2326,2326,Assigned,2025-02-28 21:17:00,147
2327,2327,In Transit,2025-01-03 21:07:00,178
2328,2328,Assigned,2024-09-12 19:48:00,106
2329,2329,Assigned,2024-10-07 20:42:00,93
2330,2330,Assigned,2025-01-02 14:24:00,174
2331,2331,Assigned,2024-12-02 22:26:00,178
2332,2332,Delivered,2025-01-17 00:32:00,105
2333,2333,Delivered,2025-07-02 04:44:00,45
2334,2334,Delivered,2025-01-18 11:09:00,144
2335,2335,Delivered,2025-04-02 14:27:00,105
2336,2336,Delivered,2024-12-02 05:22:00,181
2337,2337,Assigned,2025-06-03 02:09:00,116
2338,2338,Picked Up,2024-09-17 01:49:00,151
2339,2339,Assigned,2024-10-04 21:13:00,162
2340,2340,Picked Up,2025-05-15 18:52:00,188
2343,2343,Assigned,2025-01-08 14:25:00,157
2344,2344,Delivered,2025-08-30 12:49:00,96
2345,2345,Assigned,2024-10-18 17:45:00,144
2346,2346,Delivered,2025-05-17 21:06:00,158
2347,2347,Delivered,2025-03-13 19:16:00,43
2348,2348,Delivered,2024-09-13 21:11:00,121
2349,2349,Delivered,2025-04-18 13:41:00,87
2350,2350,Delivered,2024-11-13 12:48:00,145
2351,2351,Delivered,2024-12-04 11:19:00,153
2352,2352,Assigned,2024-10-21 21:25:00,175
2353,2353,Delivered,2025-01-20 06:02:00,1
2354,2354,Delivered,2025-04-25 21:43:00,142
2355,2355,Delivered,2025-03-04 14:25:00,131
2356,2356,Delivered,2025-01-15 20:56:00,174
2357,2357,Delivered,2025-09-02 09:59:00,49
2358,2358,Delivered,2025-05-20 13:21:00,10
2360,2360,Assigned,2025-01-07 20:52:00,70
2361,2361,Delivered,2024-10-24 13:22:00,196
2363,2363,Assigned,2024-12-01 22:29:00,14
2364,2364,Delivered,2025-05-08 21:04:00,79
2365,2365,Assigned,2024-12-18 14:36:00,51
2366,2366,Delivered,2025-06-19 12:53:00,108
2367,2367,Assigned,2025-02-06 12:31:00,51
2368,2368,In Transit,2025-03-14 14:24:00,54
2369,2369,Delivered,2025-04-18 13:13:00,31
2370,2370,Delivered,2025-03-26 20:44:00,89
2371,2371,Delivered,2025-05-06 13:15:00,62
2372,2372,Assigned,2025-06-29 07:43:00,132
2373,2373,Delivered,2024-12-02 11:07:00,20
2374,2374,Delivered,2024-12-26 13:26:00,153
2375,2375,Assigned,2025-02-24 08:18:00,63
2377,2377,In Transit,2025-02-20 22:30:00,48
2378,2378,Delivered,2025-02-07 11:48:00,109
2379,2379,Delivered,2025-01-06 09:09:00,101
2380,2380,Picked Up,2025-07-04 22:13:00,152
2381,2381,Delivered,2025-05-06 21:32:00,12
2382,2382,Assigned,2024-09-10 22:18:00,118
2383,2383,Delivered,2024-09-08 23:14:00,123
2384,2384,Assigned,2024-11-28 16:34:00,185
2385,2385,Delivered,2025-02-23 18:27:00,16
2387,2387,Delivered,2025-06-10 19:48:00,134
2388,2388,Assigned,2025-03-04 06:42:00,3
2389,2389,Delivered,2025-02-24 11:47:00,61
2390,2390,Picked Up,2025-06-27 14:24:00,57
2391,2391,Assigned,2025-04-28 10:05:00,41
2392,2392,Delivered,2024-10-25 22:10:00,197
2393,2393,Delivered,2025-02-07 20:03:00,114
2394,2394,Picked Up,2024-12-22 02:21:00,195
2395,2395,Assigned,2025-03-24 11:40:00,32
2396,2396,Assigned,2025-09-04 16:00:00,163
2397,2397,Delivered,2025-01-16 10:20:00,143
2398,2398,Assigned,2024-12-24 13:16:00,99
2399,2399,Delivered,2025-02-10 21:38:00,161
2400,2400,Picked Up,2025-04-16 20:48:00,6
2401,2401,Delivered,2025-03-25 12:58:00,108
2402,2402,Delivered,2024-09-29 15:38:00,147
2403,2403,Picked Up,2024-09-30 23:05:00,16
2404,2404,Delivered,2025-01-21 18:13:00,154
2405,2405,Assigned,2025-09-06 09:39:00,64
2406,2406,Delivered,2025-08-05 06:29:00,194
2407,2407,Assigned,2025-05-27 12:34:00,134
2408,2408,Assigned,2025-02-01 15:23:00,52
2409,2409,Picked Up,2025-08-01 13:18:00,111
2410,2410,Delivered,2024-11-26 19:50:00,67
2411,2411,Delivered,2025-02-23 20:42:00,175
2412,2412,Delivered,2024-12-04 20:46:00,167
2413,2413,Delivered,2025-02-03 02:07:00,191
2414,2414,Assigned,2024-09-24 08:42:00,172
2415,2415,Assigned,2025-01-30 08:13:00,48
2416,2416,Picked Up,2025-03-15 02:25:00,94
2417,2417,Assigned,2025-08-21 23:39:00,117
2418,2418,Delivered,2024-11-21 08:58:00,126
2419,2419,Assigned,2025-01-06 09:02:00,92
2420,2420,Assigned,2025-04-22 22:37:00,72
2421,2421,Delivered,2025-05-28 02:39:00,116
2422,2422,Delivered,2025-01-18 06:31:00,125
2424,2424,Delivered,2024-09-16 20:33:00,160
2425,2425,Delivered,2025-07-13 21:50:00,135
2426,2426,Assigned,2025-03-13 21:02:00,122
2427,2427,Delivered,2025-09-03 20:56:00,5
2428,2428,Picked Up,2024-10-03 13:12:00,98
2429,2429,Delivered,2025-03-28 14:43:00,106
2430,2430,Delivered,2024-10-01 13:03:00,17
2431,2431,Delivered,2025-05-13 13:42:00,115
2432,2432,Assigned,2024-10-07 13:46:00,135
2433,2433,Delivered,2025-03-31 06:59:00,46
2434,2434,Assigned,2024-11-02 23:27:00,82
2435,2435,Picked Up,2025-05-15 20:04:00,3
2436,2436,Assigned,2025-01-09 20:50:00,140
2437,2437,Assigned,2024-09-23 20:39:00,136
2438,2438,Delivered,2024-12-20 13:37:00,131
2439,2439,Picked Up,2025-04-06 21:46:00,121
2440,2440,Picked Up,2025-06-28 13:31:00,103
2441,2441,Delivered,2024-12-10 12:55:00,151
2442,2442,Delivered,2025-03-03 20:57:00,1
2443,2443,Assigned,2025-03-22 14:15:00,185
2445,2445,Assigned,2024-12-08 22:18:00,5
2446,2446,Delivered,2025-08-16 13:13:00,147
2447,2447,Delivered,2025-07-10 22:02:00,170
2448,2448,Assigned,2025-03-19 23:07:00,177
2449,2449,Delivered,2025-03-19 23:41:00,125
2450,2450,Delivered,2024-11-20 10:12:00,119
2451,2451,Delivered,2024-09-25 13:07:00,7
2452,2452,Delivered,2025-04-22 14:04:00,70
2453,2453,Delivered,2025-08-13 16:56:00,126
2454,2454,Delivered,2024-10-25 00:42:00,127
2455,2455,Assigned,2025-07-16 13:59:00,41
2456,2456,Delivered,2025-01-15 14:23:00,42
2457,2457,Picked Up,2025-03-18 22:03:00,75
2458,2458,Picked Up,2025-04-03 21:20:00,42
2459,2459,Delivered,2025-03-27 11:20:00,184
2460,2460,Delivered,2025-01-23 20:38:00,3
2461,2461,Delivered,2025-08-05 02:46:00,139
2462,2462,Delivered,2024-09-10 13:32:00,75
2463,2463,Delivered,2025-01-01 21:48:00,160
2464,2464,Delivered,2024-11-23 07:35:00,186
2465,2465,In Transit,2025-01-29 20:47:00,180
2466,2466,Delivered,2025-07-20 01:58:00,163
2467,2467,Assigned,2025-02-03 14:30:00,63
2468,2468,Picked Up,2025-04-17 06:42:00,116
2469,2469,Assigned,2025-03-15 18:27:00,166
2470,2470,Delivered,2025-02-18 08:24:00,97
2471,2471,Assigned,2025-07-16 20:40:00,176
2472,2472,Delivered,2024-10-17 08:34:00,155
2473,2473,Picked Up,2024-12-18 15:56:00,119
2474,2474,Delivered,2024-11-01 21:49:00,99
2475,2475,Delivered,2024-09-07 22:30:00,109
2476,2476,Assigned,2024-11-16 07:07:00,124
2477,2477,Delivered,2024-10-15 19:40:00,96
2478,2478,Delivered,2025-03-02 08:09:00,71
2479,2479,Delivered,2024-12-14 14:54:00,164
2480,2480,Delivered,2025-07-21 13:54:00,48
2481,2481,In Transit,2025-04-14 08:06:00,7
2482,2482,Picked Up,2025-06-10 09:02:00,78
2483,2483,Assigned,2025-03-04 09:42:00,164
2485,2485,Assigned,2025-04-11 14:10:00,121
2486,2486,Delivered,2025-07-31 13:09:00,123
2487,2487,Picked Up,2025-01-14 06:46:00,31
2488,2488,Picked Up,2025-05-09 04:50:00,5
2489,2489,Delivered,2025-01-17 19:52:00,158
2490,2490,Picked Up,2024-12-02 02:08:00,3
2491,2491,Picked Up,2025-05-08 15:12:00,142
2492,2492,Delivered,2025-02-23 15:03:00,12
2493,2493,Picked Up,2025-01-19 22:15:00,116
2494,2494,Picked Up,2024-09-15 14:43:00,190
2495,2495,Delivered,2025-07-05 14:26:00,196
2497,2497,Assigned,2024-09-17 21:58:00,94
2498,2498,Delivered,2025-08-10 04:56:00,76
2499,2499,Delivered,2025-01-28 21:40:00,193
2500,2500,Assigned,2025-07-22 04:54:00,90
2501,2501,Delivered,2025-05-04 13:08:00,144
2502,2502,Delivered,2025-06-11 21:11:00,179
2503,2503,Delivered,2025-01-10 12:39:00,100
2504,2504,Assigned,2025-04-05 22:25:00,104
2505,2505,Delivered,2024-10-03 20:42:00,143
2506,2506,Picked Up,2025-08-17 22:36:00,62
2507,2507,In Transit,2025-02-20 11:36:00,36
2508,2508,Assigned,2025-07-06 20:26:00,2
2509,2509,Delivered,2025-06-03 02:26:00,97
2510,2510,In Transit,2024-10-29 09:07:00,178
2511,2511,Delivered,2024-11-30 19:14:00,118
2512,2512,Assigned,2025-05-09 22:46:00,73
2513,2513,Delivered,2025-04-16 15:03:00,139
2514,2514,Delivered,2025-02-04 12:36:00,122
2515,2515,Delivered,2025-02-17 13:51:00,52
2516,2516,Delivered,2025-01-30 13:43:00,21
2517,2517,Delivered,2025-01-25 13:33:00,54
2519,2519,Assigned,2025-03-28 23:21:00,71
2520,2520,Delivered,2025-04-02 07:11:00,102
2521,2521,Delivered,2025-04-15 21:10:00,175
2522,2522,Delivered,2025-05-01 21:12:00,115
2523,2523,Delivered,2025-08-18 10:18:00,189
2524,2524,Delivered,2025-02-06 20:31:00,124
2525,2525,Delivered,2024-12-24 15:02:00,178
2526,2526,Delivered,2024-10-19 21:04:00,81
2527,2527,Delivered,2025-09-01 16:10:00,177
2528,2528,Delivered,2024-12-09 11:09:00,183
2530,2530,Picked Up,2025-07-28 10:21:00,73
2531,2531,In Transit,2025-01-01 09:02:00,97
2532,2532,Picked Up,2025-03-29 08:42:00,176
2533,2533,Delivered,2025-01-10 13:52:00,13
2534,2534,Delivered,2025-07-10 06:20:00,143
2535,2535,Delivered,2025-07-19 05:48:00,29
2536,2536,Picked Up,2025-06-24 19:36:00,42
2537,2537,Assigned,2025-06-22 04:57:00,80
2538,2538,Delivered,2025-05-23 21:27:00,176
2539,2539,Delivered,2025-03-22 13:25:00,76
2540,2540,Delivered,2025-03-29 17:53:00,146
2541,2541,Assigned,2025-04-22 05:36:00,192
2542,2542,Delivered,2025-02-22 17:10:00,189
2543,2543,Picked Up,2025-09-02 22:18:00,196
2544,2544,Assigned,2025-04-07 20:08:00,199
2545,2545,Picked Up,2025-04-14 21:01:00,75
2546,2546,Assigned,2025-01-10 16:04:00,134
2548,2548,Delivered,2025-03-06 20:17:00,195
2549,2549,Assigned,2025-05-23 18:06:00,1
2550,2550,Delivered,2025-06-10 14:01:00,56
2551,2551,Delivered,2025-07-14 08:37:00,41
2552,2552,In Transit,2024-10-11 22:06:00,6
2554,2554,Assigned,2024-09-15 00:24:00,147
2555,2555,In Transit,2025-07-24 19:00:00,181
2556,2556,Delivered,2025-02-07 08:36:00,149
2558,2558,Assigned,2025-02-19 22:25:00,71
2559,2559,Picked Up,2025-05-26 10:33:00,114
2560,2560,Delivered,2025-03-13 03:38:00,33
2561,2561,Delivered,2025-07-13 14:26:00,199
2562,2562,Picked Up,2025-03-09 22:48:00,184
2563,2563,Delivered,2025-01-20 14:21:00,9
2564,2564,Assigned,2024-12-19 12:51:00,96
2565,2565,Delivered,2025-04-14 17:40:00,140
2566,2566,Assigned,2024-10-10 19:55:00,59
2567,2567,Assigned,2025-08-03 21:48:00,148
2568,2568,Delivered,2025-01-30 14:21:00,99
2569,2569,Delivered,2025-05-23 12:08:00,138
2570,2570,Delivered,2024-12-18 05:51:00,83
2571,2571,Assigned,2024-10-10 14:12:00,63
2572,2572,Delivered,2025-06-03 22:03:00,53
2573,2573,Delivered,2025-04-24 14:31:00,109
2574,2574,Delivered,2024-10-17 09:41:00,81
2575,2575,Delivered,2025-03-25 13:18:00,141
2576,2576,Delivered,2025-07-24 16:09:00,69
2577,2577,In Transit,2025-06-30 14:53:00,29
2578,2578,Delivered,2024-10-30 09:03:00,9
2579,2579,Delivered,2024-10-03 22:13:00,151
2580,2580,Assigned,2024-11-11 20:30:00,51
2582,2582,Assigned,2025-04-16 21:28:00,100
2583,2583,Picked Up,2024-12-21 05:22:00,30
2584,2584,Delivered,2024-09-21 21:44:00,169
2585,2585,Picked Up,2024-09-11 21:29:00,48
2586,2586,Delivered,2025-04-10 13:44:00,187
2587,2587,Delivered,2024-12-30 20:22:00,45
2588,2588,Assigned,2024-11-12 03:02:00,132
2589,2589,Delivered,2025-06-14 21:09:00,13
2590,2590,Delivered,2025-07-27 15:03:00,25
2591,2591,Delivered,2025-07-23 21:46:00,157
2592,2592,Delivered,2024-09-21 19:56:00,62
2593,2593,Delivered,2024-12-26 21:16:00,87
2594,2594,Delivered,2024-12-12 22:20:00,67
2595,2595,Picked Up,2024-11-01 13:05:00,164
2596,2596,Delivered,2024-11-19 08:53:00,160
2597,2597,Delivered,2025-05-28 12:55:00,55
2598,2598,Delivered,2025-03-07 21:44:00,101
2599,2599,In Transit,2025-04-24 03:47:00,196
2600,2600,Delivered,2025-03-03 14:18:00,30
2601,2601,Delivered,2025-05-30 17:07:00,42
2602,2602,Delivered,2025-02-25 12:39:00,29
2603,2603,Delivered,2025-08-12 22:29:00,28
2604,2604,Delivered,2025-07-06 20:38:00,83
2605,2605,Picked Up,2024-12-14 14:25:00,55
2606,2606,Delivered,2024-11-09 22:16:00,130
2607,2607,Delivered,2024-09-25 14:39:00,136
2608,2608,Delivered,2025-04-04 12:48:00,45
2609,2609,Delivered,2025-01-31 13:28:00,86
2610,2610,Delivered,2024-10-14 09:07:00,192
2611,2611,Delivered,2025-08-15 10:24:00,173
2612,2612,Picked Up,2025-05-31 14:28:00,181
2613,2613,Picked Up,2025-06-28 21:20:00,149
2614,2614,Delivered,2025-06-30 21:40:00,3
2615,2615,Assigned,2025-08-23 22:46:00,169
2616,2616,Assigned,2025-08-21 12:17:00,3
2617,2617,Delivered,2025-04-29 19:48:00,38
2618,2618,Assigned,2024-10-22 19:56:00,24
2619,2619,Picked Up,2025-03-09 22:40:00,132
2620,2620,Assigned,2025-01-23 02:54:00,68
2621,2621,Delivered,2025-07-01 22:46:00,24
2622,2622,Delivered,2025-07-18 19:05:00,104
2623,2623,Picked Up,2024-12-09 23:12:00,142
2624,2624,Delivered,2024-10-03 14:57:00,185
2625,2625,Picked Up,2024-11-21 17:14:00,157
2626,2626,Assigned,2024-12-09 22:31:00,69
2627,2627,Picked Up,2025-04-16 21:40:00,25
2628,2628,Delivered,2025-07-09 11:34:00,115
2629,2629,Delivered,2025-06-24 01:12:00,73
2630,2630,Delivered,2025-01-27 20:05:00,126
2631,2631,Assigned,2025-03-31 13:42:00,146
2632,2632,In Transit,2025-09-04 06:42:00,185
2633,2633,Delivered,2025-02-10 22:10:00,131
2634,2634,In Transit,2024-11-04 10:04:00,149
2635,2635,Delivered,2025-08-20 13:29:00,182
2636,2636,Assigned,2025-07-05 21:12:00,130
2637,2637,Delivered,2025-05-20 13:42:00,191
2638,2638,Delivered,2025-06-17 05:09:00,38
2640,2640,Delivered,2025-01-21 19:58:00,108
2641,2641,Assigned,2025-08-14 20:04:00,84
2642,2642,Delivered,2025-09-04 07:50:00,8
2643,2643,Delivered,2025-08-28 14:36:00,172
2644,2644,Assigned,2025-03-09 20:13:00,199
2645,2645,Delivered,2025-07-29 15:53:00,154
2646,2646,Assigned,2024-10-16 20:17:00,28
2647,2647,Picked Up,2025-07-02 00:38:00,15
2648,2648,Delivered,2025-06-21 21:47:00,113
2649,2649,Delivered,2025-03-05 05:29:00,92
2650,2650,Delivered,2025-05-02 22:25:00,27
2651,2651,Assigned,2025-02-26 06:01:00,103
2652,2652,Delivered,2025-04-08 04:30:00,146
2653,2653,Picked Up,2025-08-06 09:59:00,54
2654,2654,In Transit,2025-03-02 11:42:00,23
2655,2655,Assigned,2024-09-25 14:35:00,176
2656,2656,Assigned,2025-03-09 13:34:00,158
2657,2657,Delivered,2025-08-20 20:32:00,26
2658,2658,Delivered,2025-08-20 09:40:00,36
2659,2659,Delivered,2025-02-16 21:51:00,133
2660,2660,Assigned,2025-05-16 02:25:00,183
2661,2661,Assigned,2025-03-06 09:36:00,71
2662,2662,Picked Up,2024-10-22 19:59:00,172
2663,2663,Assigned,2025-08-02 22:39:00,152
2664,2664,Assigned,2025-05-11 13:26:00,98
2666,2666,Picked Up,2024-09-29 19:36:00,16
2667,2667,Picked Up,2025-03-29 12:29:00,33
2668,2668,Delivered,2025-03-24 12:32:00,168
2669,2669,Picked Up,2024-10-08 22:03:00,98
2670,2670,Picked Up,2025-01-19 20:48:00,127
2671,2671,Picked Up,2025-01-20 02:45:00,200
2672,2672,Delivered,2025-06-11 08:23:00,116
2673,2673,Assigned,2025-06-28 00:41:00,200
2674,2674,Assigned,2025-08-28 12:41:00,198
2675,2675,Assigned,2025-04-01 04:15:00,73
2676,2676,In Transit,2025-03-17 14:32:00,96
2677,2677,Assigned,2025-02-12 15:18:00,28
2678,2678,Delivered,2024-11-04 20:07:00,126
2679,2679,Delivered,2025-04-11 21:31:00,47
2680,2680,Delivered,2025-06-17 20:22:00,13
2681,2681,Picked Up,2025-08-30 14:01:00,165
2682,2682,Delivered,2025-06-18 22:08:00,124
2683,2683,Delivered,2025-01-08 14:18:00,3
2684,2684,Delivered,2025-07-20 21:03:00,42
2685,2685,Delivered,2024-10-22 08:33:00,59
2686,2686,Delivered,2025-08-06 14:29:00,2
2687,2687,Assigned,2024-11-23 19:51:00,26
2688,2688,Delivered,2025-02-08 01:07:00,197
2689,2689,Delivered,2024-11-11 13:14:00,127
2690,2690,Delivered,2025-04-08 13:01:00,167
2691,2691,Delivered,2025-07-13 12:45:00,19
2692,2692,Delivered,2025-01-25 12:38:00,165
2693,2693,Delivered,2025-06-21 14:07:00,177
2694,2694,Delivered,2025-03-08 10:48:00,200
2695,2695,Picked Up,2025-05-17 20:30:00,9
2697,2697,Delivered,2025-03-24 02:48:00,33
2698,2698,Picked Up,2025-08-11 11:21:00,38
2699,2699,Picked Up,2025-08-11 03:08:00,175
2700,2700,Assigned,2025-02-20 15:04:00,17
2701,2701,Delivered,2025-02-16 14:29:00,125
2702,2702,Assigned,2025-08-07 20:11:00,11
2703,2703,Picked Up,2025-02-15 19:48:00,155
2705,2705,Delivered,2024-10-21 17:07:00,115
2706,2706,Assigned,2024-10-08 14:35:00,154
2707,2707,Delivered,2025-02-06 13:17:00,142
2708,2708,In Transit,2025-02-14 20:09:00,144
2709,2709,Delivered,2025-05-08 13:00:00,44
2710,2710,Picked Up,2024-10-07 21:15:00,134
2711,2711,Delivered,2024-10-17 12:52:00,200
2712,2712,Delivered,2025-02-16 21:32:00,82
2713,2713,Assigned,2025-07-13 07:34:00,70
2714,2714,Assigned,2025-05-14 14:38:00,149
2715,2715,Delivered,2024-11-02 13:56:00,88
2716,2716,Picked Up,2025-07-12 13:59:00,125
2717,2717,In Transit,2024-12-23 06:21:00,41
2718,2718,Delivered,2024-12-30 14:59:00,122
2719,2719,Picked Up,2024-12-16 14:13:00,102
2720,2720,In Transit,2025-07-09 06:03:00,132
2721,2721,Delivered,2025-05-02 13:44:00,194
2722,2722,Assigned,2025-09-05 20:54:00,56
2723,2723,Delivered,2024-12-03 12:34:00,48
2724,2724,Delivered,2025-06-08 06:40:00,156
2725,2725,Delivered,2025-06-20 20:42:00,48
2726,2726,In Transit,2025-08-29 21:21:00,159
2727,2727,Assigned,2025-04-09 12:43:00,46
2728,2728,Delivered,2025-07-11 10:37:00,74
2729,2729,In Transit,2025-01-23 22:27:00,49
2730,2730,Delivered,2025-05-05 20:30:00,121
2731,2731,Delivered,2025-07-20 01:09:00,71
2732,2732,Delivered,2025-08-29 22:22:00,101
2733,2733,Assigned,2025-04-27 21:58:00,103
2734,2734,Picked Up,2025-07-27 22:26:00,115
2735,2735,Picked Up,2025-01-21 13:30:00,200
2736,2736,Delivered,2025-08-27 21:51:00,174
2737,2737,In Transit,2025-04-12 13:52:00,52
2738,2738,Delivered,2024-10-08 13:41:00,120
2739,2739,Delivered,2025-02-03 21:46:00,18
2742,2742,Assigned,2025-01-25 14:27:00,178
2743,2743,Assigned,2024-09-30 09:44:00,52
2744,2744,Delivered,2025-08-27 06:26:00,10
2745,2745,Delivered,2025-02-27 20:33:00,48
2746,2746,Assigned,2024-11-25 22:43:00,129
2747,2747,Delivered,2025-06-12 09:50:00,101
2748,2748,Assigned,2024-11-02 03:37:00,42
2749,2749,Delivered,2024-10-14 19:26:00,198
2751,2751,Assigned,2025-02-19 20:28:00,37
2752,2752,Delivered,2025-02-08 07:57:00,175
2753,2753,Delivered,2025-08-23 19:53:00,151
2754,2754,Assigned,2025-08-30 04:41:00,186
2755,2755,Delivered,2025-02-04 20:04:00,36
2756,2756,Assigned,2024-09-20 20:26:00,104
2757,2757,Delivered,2024-12-06 22:38:00,50
2758,2758,Assigned,2025-02-26 14:21:00,24
2759,2759,Assigned,2024-11-26 07:26:00,141
2760,2760,Delivered,2025-01-19 21:51:00,43
2761,2761,Delivered,2025-04-21 02:03:00,163
2762,2762,Assigned,2025-03-15 14:30:00,80
2763,2763,Delivered,2025-01-10 16:55:00,177
2764,2764,Picked Up,2025-01-28 08:19:00,134
2765,2765,Assigned,2025-01-03 21:31:00,147
2766,2766,Delivered,2024-09-09 15:23:00,177
2767,2767,Delivered,2024-09-24 22:05:00,165
2768,2768,Delivered,2024-11-04 20:15:00,30
2770,2770,Delivered,2025-02-17 13:30:00,102
2771,2771,Assigned,2024-12-18 13:59:00,152
2772,2772,Assigned,2025-03-05 19:56:00,111
2774,2774,Delivered,2025-04-18 20:13:00,167
2775,2775,Delivered,2025-01-08 21:28:00,53
2776,2776,Delivered,2024-09-14 19:18:00,88
2777,2777,Delivered,2024-12-08 04:10:00,176
2778,2778,Picked Up,2024-10-26 14:34:00,131
2779,2779,Delivered,2024-11-30 09:19:00,139
2780,2780,Assigned,2025-04-05 21:15:00,6
2781,2781,Delivered,2024-11-22 12:57:00,191
2782,2782,Delivered,2025-05-07 19:53:00,94
2783,2783,Assigned,2025-07-26 14:54:00,135
2784,2784,Delivered,2025-08-05 00:27:00,109
2785,2785,Delivered,2025-03-05 14:40:00,27
2786,2786,Delivered,2024-12-20 14:24:00,68
2787,2787,Delivered,2025-05-22 20:58:00,173
2788,2788,In Transit,2025-09-02 21:42:00,49
2789,2789,Delivered,2025-02-19 20:35:00,81
2790,2790,Assigned,2025-05-14 14:43:00,78
2791,2791,Delivered,2025-01-06 00:56:00,130
2792,2792,Assigned,2025-05-31 09:10:00,112
2793,2793,Assigned,2025-05-11 21:59:00,193
2794,2794,Assigned,2025-04-24 13:28:00,164
2795,2795,Assigned,2025-07-12 13:57:00,12
2796,2796,Delivered,2025-09-06 22:06:00,177
2797,2797,Delivered,2025-03-11 18:50:00,96
2798,2798,Assigned,2025-04-16 05:23:00,20
2799,2799,Picked Up,2025-01-11 21:59:00,94
2800,2800,Delivered,2024-12-30 19:18:00,92
2801,2801,Picked Up,2025-02-03 21:07:00,156
2802,2802,Delivered,2024-12-29 12:57:00,169
2803,2803,Delivered,2024-10-31 07:34:00,190
2804,2804,Delivered,2025-03-13 13:32:00,107
2805,2805,Delivered,2025-04-20 22:59:00,9
2806,2806,Delivered,2024-09-25 13:19:00,172
2807,2807,Delivered,2024-11-27 23:30:00,120
2808,2808,Picked Up,2024-10-25 12:55:00,2
2810,2810,Delivered,2025-05-22 02:50:00,62
2811,2811,Assigned,2025-09-05 15:09:00,53
2812,2812,Delivered,2024-09-25 12:11:00,175
2813,2813,In Transit,2025-08-11 07:10:00,81
2814,2814,Delivered,2025-07-05 06:32:00,36
2816,2816,Delivered,2024-10-21 13:30:00,54
2818,2818,Delivered,2024-10-21 15:16:00,8
2819,2819,Delivered,2025-01-14 18:16:00,80
2820,2820,Assigned,2024-11-07 21:10:00,189
2821,2821,Assigned,2025-07-19 11:48:00,82
2822,2822,In Transit,2024-11-22 14:01:00,182
2823,2823,Delivered,2025-08-17 13:07:00,70
2824,2824,Delivered,2025-08-12 20:09:00,144
2825,2825,Delivered,2025-07-04 10:48:00,145
2826,2826,Delivered,2025-06-15 08:50:00,191
2827,2827,Assigned,2024-11-07 21:28:00,84
2828,2828,Picked Up,2024-09-08 11:31:00,13
2829,2829,Assigned,2024-11-13 13:31:00,38
2830,2830,Delivered,2025-08-29 22:42:00,163
2831,2831,Assigned,2025-01-23 00:46:00,121
2832,2832,Delivered,2024-09-14 13:42:00,23
2833,2833,Assigned,2025-03-16 20:10:00,192
2834,2834,Assigned,2025-06-18 07:50:00,154
2835,2835,Assigned,2024-10-24 22:01:00,1
2836,2836,Assigned,2025-05-09 12:45:00,23
2837,2837,Delivered,2024-12-03 14:34:00,56
2838,2838,Delivered,2024-09-30 14:13:00,82
2839,2839,Delivered,2025-08-16 20:59:00,68
2840,2840,Assigned,2025-01-10 12:36:00,75
2841,2841,Assigned,2025-07-02 13:12:00,191
2842,2842,Delivered,2025-07-02 11:15:00,54
2843,2843,Delivered,2024-11-06 21:45:00,116
2844,2844,Delivered,2025-07-05 16:54:00,97
2845,2845,Picked Up,2025-03-16 07:18:00,112
2846,2846,Delivered,2025-03-22 07:33:00,14
2847,2847,Delivered,2025-05-27 11:50:00,159
2848,2848,Assigned,2024-09-25 21:28:00,78
2849,2849,Delivered,2025-05-06 22:26:00,79
2850,2850,Delivered,2025-06-28 12:46:00,162
2851,2851,Picked Up,2025-03-15 09:55:00,150
2852,2852,Delivered,2024-09-22 22:03:00,186
2853,2853,Delivered,2025-08-22 23:59:00,47
2854,2854,Delivered,2024-10-21 20:00:00,174
2855,2855,Assigned,2025-04-23 19:59:00,41
2856,2856,Assigned,2024-11-05 22:51:00,63
2857,2857,Assigned,2024-10-18 11:42:00,113
2858,2858,Delivered,2024-10-09 10:01:00,44
2859,2859,Delivered,2025-04-26 13:43:00,163
2860,2860,Delivered,2025-05-03 14:01:00,92
2862,2862,Delivered,2025-06-09 13:28:00,64
2863,2863,Delivered,2024-12-29 22:30:00,120
2864,2864,Delivered,2024-12-02 00:01:00,189
2865,2865,Delivered,2025-05-19 20:07:00,56
2866,2866,Delivered,2025-01-23 01:07:00,33
2867,2867,Delivered,2025-08-03 20:13:00,80
2868,2868,Assigned,2024-11-01 23:40:00,153
2869,2869,Assigned,2025-02-16 22:01:00,56
2870,2870,Assigned,2025-01-28 22:46:00,119
2871,2871,Picked Up,2025-07-17 13:50:00,158
2872,2872,Assigned,2024-10-21 12:41:00,61
2873,2873,Delivered,2025-08-03 17:53:00,121
2874,2874,Delivered,2024-10-01 18:49:00,85
2875,2875,Delivered,2025-01-14 14:22:00,20
2876,2876,Delivered,2025-01-03 21:38:00,96
2877,2877,Delivered,2024-09-29 21:55:00,3
2878,2878,In Transit,2025-07-20 08:01:00,85
2879,2879,In Transit,2025-01-13 06:10:00,86
2880,2880,Delivered,2024-10-24 22:35:00,92
2881,2881,Delivered,2025-04-21 13:47:00,79
2882,2882,Delivered,2025-08-14 04:26:00,117
2883,2883,Picked Up,2025-01-14 22:19:00,167
2884,2884,Delivered,2024-10-19 21:03:00,89
2885,2885,Delivered,2025-08-27 10:20:00,51
2886,2886,Picked Up,2024-10-01 13:00:00,68
2887,2887,Assigned,2025-06-21 01:29:00,98
2888,2888,Assigned,2025-04-12 14:14:00,103
