order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
4321,25,133,Special Platter x2; Classic Meal x2; Special Meal x3; Deluxe Platter x2,2025-06-20,19:11:00,Pending,3505.5
4322,197,146,Lasagna x2; Bruschetta x3; Garlic Bread x1; Margherita Pizza x1; Bruschetta x3,2025-01-31,19:45:00,Completed,2154.0
4323,118,95,Classic Dish x3; Deluxe Platter x3; Special Platter x2; Special Meal x3,2024-10-04,21:57:00,Completed,3795.6
4324,194,48,Quesadilla x2; Salsa x3; Nachos x2; Tacos x2,2025-01-02,20:40:00,Completed,1684.0
4325,36,129,Churros x1,2024-10-25,19:05:00,Completed,211.5
4326,126,116,Special Dish x2,2024-11-24,07:58:00,Completed,588.5
4327,57,112,Salsa x2,2024-11-12,13:16:00,Confirmed,260.0
4328,161,158,Classic Meal x3,2025-08-24,00:03:00,Pending,1532.55
4329,4,24,Special Dish x1; Classic Dish x3,2025-03-26,00:58:00,Pending,1483.45
4330,24,187,American Chopsuey x1; Manchurian x2,2025-02-23,19:55:00,Completed,712.5
4331,20,149,Hot & Sour Soup x2; Spring Rolls x2,2025-05-13,10:28:00,Completed,699.0
4332,74,83,Special Platter x2; Classic Platter x2; Classic Platter x3; Special Dish x2,2024-11-19,20:19:00,Completed,3228.45
4333,12,162,Burrito x2; Churros x2; Burrito x3; Quesadilla x3; Mexican Rice x1,2025-02-01,20:14:00,Completed,2540.0
4334,34,191,Bruschetta x2; Pasta Alfredo x3; Fettuccine x3; Caprese Salad x2,2025-01-24,21:08:00,Ready for Pickup,2510.5
4335,106,175,Masala Dosa x1; Bisi Bele Bath x3; Masala Dosa x3; Vada x3; Pongal x2,2024-09-30,01:53:00,Completed,1700.5
4336,163,109,Rasam x2; Sambhar x3; Bisi Bele Bath x2; Masala Dosa x2,2025-09-05,19:20:00,Completed,1202.5
4337,119,126,Deluxe Dish x3; Classic Dish x2; Deluxe Dish x3; Special Dish x3,2024-11-27,20:15:00,Completed,4607.25
4338,58,145,Biryani x2; Biryani x3,2025-08-15,21:46:00,Preparing,1715.0
4339,128,144,Deluxe Meal x1; Deluxe Dish x3; Deluxe Meal x1; Classic Platter x1; Special Meal x1,2025-06-20,10:00:00,Completed,2938.3
4340,132,113,American Chopsuey x1; Gobi Manchurian x3; Hakka Noodles x1; Spring Rolls x3; Dim Sum x2,2025-08-23,20:52:00,Completed,1916.5
4341,159,194,Tacos x3; Churros x3,2025-05-07,13:43:00,Pending,1208.5
4342,154,188,Classic Dish x3; Classic Dish x1; Special Platter x3; Special Meal x1; Deluxe Meal x1,2025-03-02,20:19:00,Completed,4344.75
4343,117,1,Risotto x3; Tiramisu x2; Pasta Alfredo x1; Fettuccine x1; Risotto x3,2024-12-27,19:53:00,Completed,2635.5
4344,62,66,Bisi Bele Bath x2; Dosa x3,2024-09-20,04:59:00,Confirmed,802.0
4345,179,200,Hot & Sour Soup x1; Chilli Chicken x1; Gobi Manchurian x3; Schezwan Noodles x1,2025-01-08,19:03:00,Confirmed,1230.5
4346,183,64,Special Meal x2; Deluxe Dish x3,2025-01-15,03:29:00,Confirmed,1383.6
4347,29,2,Tandoori Roti x3; Rajma Chawal x3; Rajma Chawal x1,2024-11-27,21:30:00,Completed,993.75
4348,133,156,Classic Dish x1; Special Dish x3; Classic Platter x1; Deluxe Dish x2; Deluxe Dish x1,2024-09-26,10:05:00,Completed,2323.8
4349,124,181,Special Meal x2; Deluxe Meal x1; Special Dish x2,2024-12-15,17:26:00,Completed,1673.15
4350,194,78,Special Meal x2; Deluxe Dish x3; Special Meal x1; Classic Meal x3; Deluxe Meal x1,2025-04-09,21:16:00,Preparing,2985.4
4351,46,82,Special Platter x2,2025-02-24,10:16:00,Completed,460.4
4352,101,167,Classic Meal x3; Deluxe Meal x3; Special Dish x1; Deluxe Meal x2,2024-09-14,16:27:00,Preparing,3589.7
4353,150,17,Uttapam x2; Dosa x3; Dosa x3,2024-10-31,08:22:00,Completed,1096.0
4354,20,134,Special Meal x3; Special Platter x3; Classic Meal x1,2025-03-09,21:09:00,Completed,2123.35
4355,22,13,Chilli Chicken x3,2024-10-10,17:55:00,Preparing,764.0
4356,197,200,Fried Rice x3; Chilli Chicken x2; Hakka Noodles x3,2025-06-26,16:36:00,Completed,1696.5
4357,166,5,Dosa x3; Idli x2; Uttapam x1,2025-01-31,19:09:00,Completed,759.0
4358,101,33,American Chopsuey x1; Spring Rolls x3; Schezwan Noodles x2,2025-07-20,20:07:00,Confirmed,1205.5
4359,178,156,Classic Meal x3; Special Dish x3,2024-11-16,09:56:00,Pending,2769.1
4360,45,62,Manchurian x3; Fried Rice x3; American Chopsuey x1; Chilli Chicken x2; Manchurian x2,2024-11-20,17:31:00,Completed,2392.0
4361,32,175,Bisi Bele Bath x1; Pongal x3; Idli x1; Pongal x1; Masala Dosa x1,2024-09-16,10:45:00,Ready for Pickup,895.5
4362,32,64,Deluxe Dish x2; Special Meal x1,2025-08-13,20:54:00,Completed,867.75
4363,36,184,Rasam x3; Dosa x2; Dosa x3,2025-04-09,04:50:00,Completed,928.0
4364,128,24,Classic Dish x3; Classic Platter x1; Classic Platter x2; Deluxe Meal x1,2025-03-13,13:24:00,Confirmed,2518.2
4365,125,2,Samosa x2; Biryani x3,2024-11-07,22:57:00,Completed,1166.0
4366,165,113,Spring Rolls x3; Spring Rolls x1,2025-02-11,22:16:00,Preparing,710.0
4367,111,52,Gobi Manchurian x3; Fried Rice x2; Gobi Manchurian x3; Manchurian x1,2024-10-25,11:18:00,Ready for Pickup,1794.0
4368,35,134,Classic Meal x2; Classic Dish x2; Deluxe Meal x2; Deluxe Meal x2,2024-09-14,03:22:00,Completed,2443.1
4369,77,171,Bisi Bele Bath x3,2025-08-13,08:22:00,Preparing,617.0
4370,149,64,Deluxe Meal x3; Classic Dish x3,2025-02-09,05:37:00,Ready for Pickup,1876.85
4371,2,193,Classic Platter x2; Deluxe Meal x2; Special Platter x1; Classic Meal x2; Special Meal x1,2024-11-07,20:00:00,Confirmed,3481.3
4372,110,45,Tacos x2; Nachos x3,2025-03-22,13:07:00,Preparing,1118.5
4373,74,141,Quesadilla x2; Churros x2; Mexican Rice x1; Fajitas x1,2024-12-10,07:33:00,Completed,1291.0
4374,176,174,Special Meal x3; Special Platter x3,2025-06-26,14:01:00,Completed,1743.45
4375,165,129,Mexican Rice x3,2025-06-28,21:10:00,Cancelled,629.0
4376,149,34,Special Platter x1; Classic Platter x2; Special Dish x2,2024-12-27,11:36:00,Confirmed,2240.2
4377,13,187,Hot & Sour Soup x3; Spring Rolls x3,2025-07-31,00:20:00,Confirmed,1043.5
4378,4,173,Special Meal x3; Special Meal x3,2025-04-05,17:32:00,Completed,2735.45
4379,64,86,Sambhar x1; Vada x2; Dosa x1; Vada x1; Sambhar x1,2025-01-05,00:41:00,Completed,600.5
4380,165,9,Special Meal x1,2025-03-16,04:22:00,Pending,505.15
4381,98,139,Special Meal x1; Classic Platter x3; Deluxe Platter x3,2024-11-05,15:07:00,Completed,2502.6
4382,22,200,Spring Rolls x3; Gobi Manchurian x2,2025-01-17,22:01:00,Cancelled,936.0
4383,150,160,Classic Meal x2; Special Dish x1; Deluxe Platter x1; Deluxe Meal x3,2025-04-12,10:08:00,Completed,2859.25
4384,158,173,Special Dish x3,2025-08-31,13:17:00,Completed,1045.65
4385,53,69,Lasagna x3; Fettuccine x3,2024-09-29,13:31:00,Confirmed,1930.5
4386,80,169,Mexican Rice x3; Enchiladas x3,2025-08-19,21:38:00,Completed,1486.5
4387,83,125,Classic Meal x3,2024-09-21,13:02:00,Completed,1249.1
4388,23,154,Butter Chicken x1,2025-08-13,08:25:00,Completed,420.5
4389,90,160,Special Platter x1; Special Meal x2,2024-09-29,19:23:00,Ready for Pickup,813.0
4390,185,140,Deluxe Dish x3; Classic Meal x1; Classic Meal x2; Special Dish x2,2025-03-17,21:07:00,Confirmed,2259.75
4391,179,134,Classic Meal x2; Classic Platter x3; Special Platter x2; Classic Platter x1; Deluxe Dish x2,2025-03-20,13:19:00,Completed,3329.15
4392,72,58,Special Meal x1,2025-07-30,20:44:00,Confirmed,377.25
4393,140,15,Idli x1,2025-08-17,10:10:00,Preparing,140.0
4394,70,61,Fajitas x2; Guacamole x3,2024-09-27,12:42:00,Completed,1168.0
4395,161,169,Burrito x3; Mexican Rice x2; Churros x3; Enchiladas x2; Burrito x2,2025-04-28,04:18:00,Completed,2798.0
4396,103,149,Hakka Noodles x3; Fried Rice x2; Dim Sum x3; Chilli Chicken x3; American Chopsuey x1,2025-03-14,22:18:00,Completed,2446.0
4397,13,135,Classic Dish x1,2024-10-25,17:25:00,Completed,231.35
4398,24,155,Fried Rice x1; Fried Rice x1; Schezwan Noodles x2; American Chopsuey x1; Schezwan Noodles x2,2025-07-08,00:58:00,Completed,1507.5
4399,61,182,Chole Bhature x2,2025-03-22,12:52:00,Completed,408.0
4400,7,168,Sambhar x1; Medu Vada x1; Dosa x2; Pongal x1,2025-04-14,17:28:00,Completed,558.0
4401,95,26,Rasam x3,2025-02-15,20:01:00,Completed,292.0
4402,85,56,Deluxe Platter x2; Classic Meal x1; Classic Dish x3; Deluxe Platter x2,2025-06-09,19:16:00,Completed,2515.15
4403,63,66,Medu Vada x1; Vada x2; Medu Vada x3; Medu Vada x3,2025-07-10,00:40:00,Completed,698.5
4404,162,190,Palak Paneer x3; Naan x1; Butter Chicken x1; Rajma Chawal x2; Butter Chicken x3,2025-06-12,01:40:00,Completed,2815.0
4405,31,119,Special Dish x2; Deluxe Platter x1; Special Platter x3; Special Dish x2,2024-10-02,04:23:00,Completed,3266.9
4406,140,8,Calzone x2; Risotto x1; Risotto x2; Fettuccine x2,2025-05-16,19:01:00,Confirmed,2043.5
4407,169,36,Rajma Chawal x2; Palak Paneer x2; Chole Bhature x1,2025-02-10,12:19:00,Completed,1196.0
4408,140,78,Classic Platter x1; Classic Meal x2; Classic Platter x1; Classic Platter x1,2025-07-17,21:01:00,Ready for Pickup,1268.9
4409,166,77,Classic Meal x3; Classic Meal x1; Deluxe Meal x3,2025-04-23,13:49:00,Cancelled,1920.15
4410,190,56,Classic Dish x2; Deluxe Platter x2; Deluxe Platter x2; Classic Meal x1; Special Dish x2,2025-05-19,18:00:00,Completed,3010.15
4411,89,143,Pasta Alfredo x1,2025-01-01,12:03:00,Completed,341.0
4412,113,141,Fajitas x1; Enchiladas x1,2024-12-05,20:26:00,Completed,650.5
4413,13,27,Special Dish x1; Deluxe Meal x1; Classic Platter x2; Special Meal x1; Deluxe Platter x1,2025-03-12,12:32:00,Confirmed,1825.25
4414,53,33,Manchurian x1; Dim Sum x3; Chilli Chicken x1; Hot & Sour Soup x1,2025-02-19,19:53:00,Completed,1169.0
4415,55,52,Hakka Noodles x1; Spring Rolls x2,2025-06-17,09:17:00,Completed,598.0
4416,186,103,Guacamole x1; Salsa x1; Churros x3; Enchiladas x1,2025-05-25,04:04:00,Ready for Pickup,1073.0
4417,76,179,Special Meal x1; Classic Platter x2; Special Platter x3; Deluxe Platter x1; Deluxe Meal x1,2025-03-04,12:52:00,Completed,2612.65
4418,151,107,Deluxe Platter x1; Deluxe Meal x3; Classic Dish x1,2025-03-21,07:27:00,Completed,1413.5
4419,142,183,Special Meal x1; Classic Dish x3; Deluxe Meal x2; Classic Dish x2; Special Dish x3,2024-11-27,08:56:00,Completed,2764.6
4420,75,4,Chole Bhature x3,2025-03-10,03:57:00,Ready for Pickup,642.0
4421,179,182,Tandoori Roti x2; Palak Paneer x3; Palak Paneer x3,2025-05-09,19:09:00,Ready for Pickup,1768.5
4422,106,116,Special Meal x3,2024-09-25,01:19:00,Cancelled,705.8
4423,177,123,Paneer Tikka x3; Chole Bhature x2; Palak Paneer x2,2025-08-21,19:11:00,Preparing,1875.0
4424,2,13,Spring Rolls x2; Spring Rolls x1,2025-03-11,22:28:00,Confirmed,548.0
4425,99,80,Special Platter x3; Classic Meal x3,2025-08-11,19:40:00,Completed,1458.15
4426,17,17,Rasam x1,2024-11-25,07:48:00,Completed,153.0
4427,158,175,Uttapam x3; Dosa x2; Pongal x2; Sambhar x1; Dosa x3,2025-08-25,19:07:00,Completed,1450.5
4428,24,128,Manchurian x1; Manchurian x1,2025-08-03,21:01:00,Cancelled,489.0
4429,197,68,Special Dish x1; Classic Dish x3; Deluxe Meal x3; Deluxe Platter x1,2024-12-29,08:53:00,Completed,2826.1
4430,54,121,Quesadilla x2; Churros x1,2025-08-24,21:47:00,Completed,664.5
4431,43,88,Special Meal x3; Classic Platter x2,2024-10-01,23:38:00,Completed,1321.15
4432,182,112,Salsa x2; Fajitas x2; Guacamole x1,2025-03-24,12:38:00,Cancelled,1032.0
4433,142,146,Risotto x2,2025-06-06,20:10:00,Completed,570.0
4434,198,76,Classic Dish x2; Deluxe Platter x1; Special Meal x3,2025-03-12,11:51:00,Completed,1703.15
4435,175,31,Special Dish x1; Classic Platter x3; Deluxe Platter x2; Deluxe Meal x2; Classic Meal x2,2024-10-29,19:49:00,Completed,4064.75
4436,189,80,Deluxe Dish x1; Special Platter x2; Special Platter x1,2025-03-07,05:45:00,Confirmed,1526.5
4437,17,57,Mexican Rice x1; Guacamole x1,2025-06-08,05:25:00,Completed,421.0
4438,170,102,Dal Makhani x1,2025-08-21,18:20:00,Preparing,307.0
4439,190,164,Deluxe Platter x1; Special Meal x1,2025-01-11,20:28:00,Completed,770.0
4440,171,56,Classic Platter x3,2024-10-13,10:39:00,Completed,1243.75
4441,55,66,Medu Vada x2; Vada x1; Pongal x2; Uttapam x3,2025-07-20,20:05:00,Completed,908.5
4442,164,150,Gobi Manchurian x1; Gobi Manchurian x3,2025-06-15,20:32:00,Completed,822.0
4443,54,186,Tacos x2; Nachos x3; Churros x2,2025-07-10,19:20:00,Ready for Pickup,1439.5
4444,93,10,Gobi Manchurian x1; Dim Sum x1; Manchurian x2; Schezwan Noodles x1,2024-12-01,22:21:00,Ready for Pickup,1056.5
4445,163,105,Idli x2; Bisi Bele Bath x1,2024-09-28,13:45:00,Preparing,430.0
4446,59,130,Deluxe Meal x2,2024-10-17,03:54:00,Completed,755.5
4447,152,155,Dim Sum x1; Hakka Noodles x1; Chilli Chicken x2; Schezwan Noodles x3,2025-08-27,10:16:00,Ready for Pickup,1502.5
4448,73,86,Idli x1,2024-10-28,06:04:00,Completed,155.0
4449,176,134,Deluxe Platter x1; Special Dish x2; Classic Dish x3; Classic Platter x3; Special Dish x3,2025-04-16,19:11:00,Preparing,4033.2
4450,11,43,Idli x2; Bisi Bele Bath x2; Masala Dosa x2,2025-07-31,20:58:00,Completed,893.0
4451,104,136,Classic Platter x3; Special Meal x2,2025-08-18,02:59:00,Pending,1529.55
4452,2,154,Chole Bhature x1; Tandoori Roti x3; Biryani x3; Palak Paneer x1,2024-11-06,19:38:00,Ready for Pickup,1601.75
4453,5,188,Special Dish x2,2025-07-12,21:03:00,Confirmed,599.1
4454,87,57,Nachos x2; Guacamole x2; Fajitas x3,2024-11-01,13:27:00,Completed,1661.0
4455,85,112,Guacamole x1; Nachos x3; Burrito x2,2025-01-01,07:07:00,Confirmed,1353.5
4456,187,67,Fettuccine x1; Margherita Pizza x2; Bruschetta x2,2025-06-24,07:25:00,Completed,1293.5
4457,189,189,Deluxe Meal x1; Special Meal x2; Deluxe Dish x3; Special Platter x1; Deluxe Dish x3,2024-11-02,12:37:00,Completed,3464.0
4458,149,39,Classic Platter x2; Classic Platter x1; Special Dish x3; Classic Meal x3; Deluxe Meal x3,2025-09-01,01:11:00,Completed,4085.55
4459,192,109,Sambhar x1,2024-10-06,20:59:00,Cancelled,151.5
4460,168,114,Deluxe Platter x2,2025-05-22,19:57:00,Pending,533.2
4461,169,164,Special Dish x3; Deluxe Dish x3; Classic Dish x2,2024-09-22,20:32:00,Completed,3724.5
4462,13,68,Deluxe Platter x2; Classic Dish x2; Special Meal x2; Classic Meal x1; Deluxe Dish x2,2025-07-06,11:43:00,Completed,3211.2
4463,194,133,Deluxe Platter x1; Deluxe Platter x3; Classic Dish x3; Special Platter x2,2024-09-29,20:02:00,Completed,2748.55
4464,102,142,Sambhar x3; Dosa x2; Pongal x2; Uttapam x1; Dosa x3,2025-07-25,23:37:00,Ready for Pickup,1344.5
4465,199,165,Idli x2; Idli x2; Masala Dosa x1; Medu Vada x2; Vada x2,2024-09-10,13:53:00,Completed,841.5
4466,27,111,Nachos x2; Guacamole x2; Fajitas x2,2025-03-22,12:26:00,Preparing,1388.0
4467,114,26,Sambhar x1; Bisi Bele Bath x1; Idli x1; Bisi Bele Bath x3,2025-08-04,17:23:00,Cancelled,987.5
4468,36,80,Deluxe Dish x3,2025-06-17,12:35:00,Preparing,1226.5
4469,105,164,Deluxe Platter x1; Deluxe Dish x1,2025-02-25,01:42:00,Completed,464.45
4470,143,134,Classic Dish x3; Classic Dish x1,2024-11-01,03:47:00,Confirmed,1239.45
4471,21,166,Deluxe Meal x3; Classic Dish x3; Deluxe Platter x1; Classic Meal x1,2024-11-30,14:11:00,Completed,2562.25
4472,45,66,Medu Vada x1; Sambhar x2; Dosa x3,2025-05-17,20:02:00,Completed,671.5
4473,119,133,Deluxe Meal x2; Classic Meal x2; Deluxe Dish x2,2025-03-21,13:11:00,Ready for Pickup,2124.7
4474,28,162,Guacamole x2; Fajitas x2; Mexican Rice x3,2025-08-21,21:00:00,Completed,1529.0
4475,179,45,Salsa x1; Quesadilla x1; Burrito x3; Churros x3; Salsa x1,2025-01-27,21:44:00,Preparing,1752.5
4476,78,194,Enchiladas x1; Mexican Rice x2; Enchiladas x1,2025-01-04,07:57:00,Completed,1010.0
4477,177,52,Dim Sum x2; American Chopsuey x3; Hakka Noodles x1; Gobi Manchurian x2; Chilli Chicken x1,2025-04-15,13:12:00,Completed,1855.5
4478,34,169,Churros x3; Guacamole x3; Guacamole x1; Guacamole x2,2025-02-21,02:18:00,Completed,1548.5
4479,21,89,Pongal x3; Masala Dosa x1,2024-10-15,21:01:00,Completed,527.5
4480,111,6,Dal Makhani x1; Samosa x1; Butter Chicken x3; Butter Chicken x1; Dal Makhani x3,2025-02-08,15:26:00,Completed,2496.0
4481,188,142,Sambhar x2; Rasam x3,2024-09-24,08:39:00,Confirmed,491.0
4482,47,44,Special Platter x1,2025-06-26,19:13:00,Completed,506.5
4483,82,138,Special Platter x1; Special Meal x1,2025-01-13,11:17:00,Confirmed,520.45
4484,197,101,Churros x1,2024-12-24,15:41:00,Completed,222.5
4485,66,194,Mexican Rice x3; Mexican Rice x2; Churros x3; Quesadilla x3; Quesadilla x1,2025-09-02,22:08:00,Preparing,2372.5
4486,187,78,Deluxe Dish x3; Classic Meal x1; Classic Platter x3; Deluxe Dish x1,2025-02-03,19:28:00,Completed,2548.2
4487,178,82,Special Meal x3; Deluxe Meal x2,2025-01-02,06:01:00,Completed,1655.0
4488,68,133,Classic Platter x2; Deluxe Meal x1; Classic Meal x3; Deluxe Dish x1; Deluxe Meal x2,2024-11-30,02:13:00,Completed,3798.5
4489,113,69,Lasagna x3; Margherita Pizza x1,2025-03-21,19:53:00,Completed,1378.0
4490,141,64,Classic Meal x1,2025-08-14,20:24:00,Completed,475.95
4491,94,130,Classic Platter x2; Special Platter x2; Special Dish x2,2025-02-13,14:31:00,Completed,2053.7
4492,151,10,Fried Rice x3; American Chopsuey x2,2025-07-08,19:20:00,Completed,1119.5
4493,188,75,Deluxe Dish x1; Deluxe Platter x1; Special Platter x1; Deluxe Platter x2,2025-06-17,12:02:00,Completed,2478.15
4494,158,91,Special Meal x1; Deluxe Meal x1,2025-02-23,19:57:00,Cancelled,954.7
4495,39,14,Deluxe Platter x1,2025-03-09,13:40:00,Ready for Pickup,206.05
4496,178,101,Salsa x2; Salsa x1; Enchiladas x1; Tacos x2,2025-04-14,19:55:00,Preparing,1119.5
4497,178,155,Gobi Manchurian x3; Hakka Noodles x3; Hot & Sour Soup x1; Schezwan Noodles x2; Hot & Sour Soup x3,2024-11-05,19:03:00,Preparing,2261.0
4498,43,74,Vada x1; Dosa x1; Medu Vada x1; Uttapam x2; Idli x3,2025-01-20,20:07:00,Completed,879.0
4499,181,81,Fried Rice x3,2025-07-15,08:49:00,Completed,668.5
4500,131,3,Bruschetta x2; Garlic Bread x1,2025-07-18,13:14:00,Confirmed,507.0
4501,183,147,Butter Chicken x2; Samosa x3; Samosa x1,2025-02-07,19:31:00,Completed,982.0
4502,145,145,Naan x1; Dal Makhani x3; Rajma Chawal x1; Chole Bhature x3,2025-03-28,19:09:00,Completed,1565.0
4503,61,180,Calzone x2; Garlic Bread x3; Pasta Alfredo x3; Margherita Pizza x2; Lasagna x1,2025-03-18,21:53:00,Completed,2882.0
4504,107,51,Garlic Bread x3,2024-09-23,21:37:00,Confirmed,412.0
4505,147,194,Churros x2; Salsa x1; Salsa x3,2024-12-05,19:34:00,Completed,789.0
4506,66,70,Classic Dish x3; Deluxe Dish x1; Deluxe Meal x1,2025-01-31,20:11:00,Ready for Pickup,1418.8
4507,118,59,Classic Dish x3,2025-08-08,15:08:00,Ready for Pickup,1317.2
4508,78,45,Tacos x1; Quesadilla x3,2025-09-04,13:59:00,Completed,968.5
4509,125,177,Special Dish x1; Deluxe Platter x1; Special Dish x3,2025-06-08,09:04:00,Completed,1569.5
4510,99,60,Lasagna x2; Fettuccine x2; Bruschetta x3; Fettuccine x1; Fettuccine x2,2024-11-18,04:36:00,Completed,2652.5
4511,71,105,Rasam x1,2024-09-18,21:25:00,Completed,158.0
4512,85,164,Deluxe Dish x2; Classic Dish x3; Classic Platter x3; Classic Platter x1,2024-09-16,19:48:00,Cancelled,3514.65
4513,41,158,Classic Dish x2; Special Meal x2,2025-05-11,20:38:00,Pending,1227.3
4514,140,17,Dosa x1,2025-02-23,13:44:00,Completed,158.0
4515,61,30,Special Platter x1; Deluxe Platter x1; Classic Platter x3; Classic Dish x1; Special Meal x3,2024-11-07,03:12:00,Preparing,2814.05
4516,173,39,Deluxe Meal x2; Deluxe Meal x3,2024-11-23,19:18:00,Completed,2598.25
4517,124,42,Medu Vada x2; Masala Dosa x1; Sambhar x2; Pongal x3,2024-11-28,19:59:00,Completed,884.5
4518,117,80,Deluxe Meal x2,2024-09-24,17:36:00,Completed,971.5
4519,33,2,Paneer Tikka x1; Chole Bhature x2; Rajma Chawal x3; Dal Makhani x1,2024-09-08,12:52:00,Completed,1591.0
4520,82,185,Special Dish x2; Classic Meal x1; Classic Dish x3; Special Dish x1; Deluxe Dish x3,2024-10-09,16:23:00,Completed,3375.95
4521,20,9,Deluxe Dish x3; Deluxe Platter x3,2025-05-17,08:26:00,Confirmed,1424.85
4522,198,130,Deluxe Dish x3; Special Platter x3; Deluxe Dish x1,2024-11-17,21:08:00,Confirmed,2287.45
4523,68,63,Special Platter x3; Special Platter x1,2025-07-16,12:58:00,Completed,1127.85
4524,169,108,Salsa x3; Nachos x1; Nachos x1; Salsa x1,2025-03-18,20:03:00,Completed,887.0
4525,56,122,Special Dish x2; Classic Platter x3; Special Meal x1,2024-12-08,18:24:00,Completed,2309.4
4526,158,26,Sambhar x2; Idli x3; Vada x1; Medu Vada x3; Sambhar x3,2024-12-28,13:15:00,Completed,1095.5
4527,87,24,Deluxe Dish x2; Classic Meal x2; Classic Platter x3; Deluxe Dish x1; Deluxe Meal x3,2025-03-04,19:38:00,Completed,3600.7
4528,43,36,Chole Bhature x3; Tandoori Roti x1; Dal Makhani x1,2024-11-06,19:57:00,Completed,875.25
4529,31,170,Special Meal x2; Deluxe Meal x3,2025-07-17,21:40:00,Pending,2111.0
4530,175,4,Rajma Chawal x2; Samosa x1; Tandoori Roti x2; Palak Paneer x2,2025-01-25,06:39:00,Ready for Pickup,1118.5
4531,171,125,Special Platter x2; Deluxe Dish x1; Classic Dish x2; Special Meal x3; Deluxe Dish x3,2024-10-22,20:02:00,Completed,4216.6
4532,120,185,Special Platter x2; Deluxe Meal x1,2025-06-07,13:18:00,Completed,920.8
4533,198,92,Risotto x1; Lasagna x3; Pasta Alfredo x3,2024-11-04,12:01:00,Completed,2205.5
4534,84,192,Deluxe Platter x1; Classic Meal x1; Special Platter x2; Classic Meal x3; Special Dish x1,2024-10-03,21:05:00,Completed,2390.35
4535,198,77,Classic Meal x2; Classic Dish x3; Special Meal x2; Deluxe Dish x1; Classic Meal x2,2025-03-17,19:31:00,Ready for Pickup,3795.3
4536,50,21,Quesadilla x2; Burrito x1; Churros x3; Guacamole x2,2025-04-16,08:41:00,Confirmed,1567.0
4537,65,115,Deluxe Dish x2; Deluxe Dish x3; Classic Platter x2; Deluxe Meal x2; Special Meal x3,2025-05-30,13:34:00,Completed,5145.6
4538,21,110,Classic Platter x3; Deluxe Meal x1; Classic Platter x3; Deluxe Meal x2,2025-08-12,13:50:00,Preparing,3109.5
4539,122,164,Classic Meal x2; Deluxe Meal x3; Deluxe Dish x1; Classic Platter x3,2025-02-12,16:32:00,Completed,3316.5
4540,80,139,Deluxe Meal x1; Deluxe Platter x2; Special Dish x2,2025-05-27,06:29:00,Confirmed,1699.4
4541,22,165,Bisi Bele Bath x1; Bisi Bele Bath x2; Masala Dosa x3,2024-10-07,03:03:00,Completed,1103.5
4542,33,116,Special Dish x3; Deluxe Meal x1; Special Meal x3; Deluxe Dish x3; Deluxe Platter x3,2025-08-28,08:10:00,Preparing,3999.7
4543,86,85,Special Platter x1; Classic Dish x3; Special Meal x1; Classic Dish x2; Classic Meal x3,2025-01-26,14:59:00,Cancelled,3885.1
4544,45,191,Tiramisu x2,2025-08-11,12:16:00,Completed,477.0
4545,115,179,Special Platter x1,2025-08-09,21:59:00,Confirmed,207.0
4546,11,6,Dal Makhani x3; Palak Paneer x2,2025-04-06,21:29:00,Completed,1295.0
4547,131,184,Bisi Bele Bath x2; Sambhar x3; Masala Dosa x3; Masala Dosa x1; Bisi Bele Bath x1,2025-05-11,19:49:00,Completed,1541.5
4548,1,38,Sambhar x1; Rasam x1; Idli x1; Vada x3; Idli x2,2025-04-20,12:29:00,Ready for Pickup,693.0
4549,150,41,Burrito x3; Salsa x2; Fajitas x1; Fajitas x1,2025-04-19,05:48:00,Completed,1633.5
4550,55,136,Special Platter x2,2024-11-20,01:28:00,Completed,438.4
4551,76,79,Special Platter x2; Classic Meal x3; Special Meal x1; Deluxe Platter x1,2025-06-01,22:14:00,Confirmed,2084.45
4552,82,175,Sambhar x3; Pongal x2,2025-08-29,04:31:00,Preparing,534.5
4553,164,8,Fettuccine x2; Pasta Alfredo x2,2024-11-19,12:35:00,Completed,1191.0
4554,105,178,Gobi Manchurian x3; American Chopsuey x3; Spring Rolls x1; American Chopsuey x3,2024-10-20,19:56:00,Preparing,2117.0
4555,166,34,Classic Meal x1; Classic Meal x2; Special Meal x2; Classic Platter x1,2025-04-27,02:38:00,Completed,2071.8
4556,146,21,Mexican Rice x3; Mexican Rice x2; Quesadilla x2,2025-05-16,21:21:00,Completed,1428.0
4557,61,2,Rajma Chawal x2,2025-06-10,11:46:00,Completed,473.0
4558,87,160,Deluxe Meal x3; Classic Platter x2; Deluxe Dish x1,2025-08-13,01:48:00,Preparing,2220.95
4559,140,171,Dosa x3; Pongal x1; Uttapam x3; Bisi Bele Bath x1,2025-06-14,21:04:00,Confirmed,1161.0
4560,26,2,Biryani x2,2025-04-09,13:30:00,Ready for Pickup,736.0
4561,21,11,Calzone x2,2025-02-22,13:19:00,Preparing,674.0
4562,174,85,Classic Platter x1; Special Dish x1; Classic Platter x2; Deluxe Dish x1,2025-03-16,12:55:00,Ready for Pickup,1947.25
4563,55,154,Rajma Chawal x1; Palak Paneer x3,2025-09-05,13:00:00,Completed,1061.0
4564,65,174,Classic Meal x3; Special Meal x3; Special Platter x3; Classic Platter x1; Deluxe Meal x1,2025-08-22,12:30:00,Pending,4373.7
